
0,0.00,49997,235,0,24906
1000.00,5.00,-0.00,0.00,49998,65105,0,12246
89.70
1000.00,5.00,-0.00,0.00,49997,298,0,12296
89.76
1000.00,5.00,-0.00,0.00,49997,18,0,12346
88.82
1000.00,5.00,-0.00,0.00,49997,157,0,12396
88.74
1000.00,5.00,-0.00,0.00,49997,499,0,12446
88.90
1000.00,5.00,-0.00,0.00,49997,282,0,12497
89.31
1000.00,5.00,-0.00,0.00,49997,761,0,12548
88.86
1000.00,5.00,-0.00,0.00,49997,374,0,12598
89.40
1000.00,5.00,-0.00,0.00,49997,266,0,12648
88.79
1000.00,5.00,-0.00,0.00,49997,33,0,12698
88.61
1000.00,5.00,-0.00,0.00,49997,282,0,12749
88.76
1000.00,5.00,-0.00,0.00,49997,282,0,12800
88.69
1000.00,5.00,-0.00,0.00,49997,328,0,12850
88.45
1000.00,5.00,-0.00,0.00,49997,65275,0,12900
88.15
1000.00,5.00,-0.00,0.00,49998,19,0,12951
97.67
1000.00,5.00,-0.00,0.00,49997,266,0,13001
114.30
1000.00,5.00,-0.00,0.00,49997,251,0,13051
127.07
1000.00,5.00,-0.00,0.00,49998,4,0,13102
123.39
1000.00,5.00,-0.00,0.00,49995,497,0,13153
89.55
1000.00,5.00,-0.00,0.00,49997,235,0,13203
85.48
1000.00,5.00,-0.00,0.00,49997,266,0,13253
100.99
1000.00,5.00,-0.00,0.00,49997,220,0,13303
206.92
1000.00,5.00,-0.00,0.00,49997,49,0,13353
302.94
1000.00,5.00,-0.00,0.00,49996,622,0,13405
378.28
1000.00,5.00,-0.00,0.00,49997,65399,0,13455
402.95
1000.00,5.00,-0.00,0.00,49996,714,0,13505
441.23
1000.00,5.00,-0.00,0.00,49996,791,0,13555
488.42
1000.00,5.00,-0.00,0.00,49996,80,0,13606
521.34
1000.00,5.00,-0.00,0.00,49997,344,0,13657
526.73
1000.00,5.00,-0.00,0.00,49997,172,0,13707
502.82
1000.00,5.00,-0.00,0.00,49997,775,0,13757
497.58
1000.00,5.00,-0.00,0.00,49997,313,0,13807
553.63
1000.00,5.00,-0.00,0.00,49998,378,0,13858
669.84
1000.00,5.00,-0.00,0.00,49997,344,0,13908
713.51
1000.00,5.00,-0.00,0.00,49994,1043,0,13959
635.85
1000.00,5.00,-0.00,0.00,49997,282,0,14009
438.08
1000.00,5.00,-0.00,0.00,49997,219,0,14060
222.66
1000.00,5.00,-0.00,0.00,49997,235,0,14110
119.28
1000.00,5.00,-0.00,0.00,49997,251,0,14160
95.42
1000.00,5.00,-0.00,0.00,49997,65,0,14211
90.62
1000.00,5.00,-0.00,0.00,49994,2809,0,14262
93.38
1000.00,5.00,-0.00,0.00,49997,65476,0,14312
92.13
1000.00,5.00,-0.00,0.00,49997,65354,0,14362
91.70
1000.00,5.00,-0.00,0.00,49996,821,0,14412
90.96
1000.00,5.00,-0.00,0.00,49997,266,0,14462
90.10
1000.00,5.00,-0.00,0.00,49997,328,0,14514
90.08
1000.00,5.00,-0.00,0.00,49997,297,0,14564
89.98
1000.00,5.00,-0.00,0.00,49997,282,0,14614
88.91
1000.00,5.00,-0.00,0.00,49997,313,0,14664
88.74
1000.00,5.00,-0.00,0.00,49997,837,0,14715
88.12
1000.00,5.00,-0.00,0.00,49998,65248,0,14766
88.44
1000.00,5.00,-0.00,0.00,49997,328,0,14816
87.97
1000.00,5.00,-0.00,0.00,49997,328,0,14866
87.15
1000.00,5.00,-0.00,0.00,49996,575,0,14916
86.95
1000.00,5.00,-0.00,0.00,49995,1535,0,14967
87.13
1000.00,5.00,-0.00,0.00,49996,1024,0,15017
86.52
1000.00,5.00,-0.00,0.00,49998,65013,0,15068
86.89
1000.00,5.00,-0.00,0.00,49997,375,0,15118
86.21
1000.00,5.00,-0.00,0.00,49997,328,0,15169
86.08
1000.00,5.00,-0.00,0.00,49996,1040,0,15219
86.03
1000.00,5.00,-0.00,0.00,49997,313,0,15269
85.41
1000.00,5.00,-0.00,0.00,49998,64172,0,15320
86.00
1000.00,5.00,-0.00,0.00,49997,219,0,15370
